Date,Open,High,Low,Close,Adj Close,Volume,time,y_hat,zScore,mean,stdev,LB,UB,movingAverage,long_entry,long_exit,long_forbidden,num_units_long,short_entry,short_exit,short_forbidden,num_units_short,num_units,pct_ch,port_rets,I
2002-12-31,0.25,0.256428986787796,0.2491070032119751,0.2558929920196533,0.218793123960495,200726400,0,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,,,1.0
2003-01-02,0.256428986787796,0.2664290070533752,0.2562499940395355,0.2642860114574432,0.2259692102670669,181428800,1,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.03279850013873201,,1.0
2003-01-03,0.2642860114574432,0.2666069865226745,0.2605359852313995,0.2660709917545318,0.2274954915046692,147453600,2,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.006754377004718558,,1.0
2003-01-06,0.2683930099010467,0.2746430039405823,0.2657139897346496,0.2660709917545318,0.2274954915046692,390532800,3,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.0,,1.0
2003-01-07,0.2641069889068603,0.2678569853305816,0.2583929896354675,0.2651790082454681,0.2267328649759292,342344800,4,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.003352270955771149,,1.0
2003-01-08,0.260356992483139,0.2626790106296539,0.2578569948673248,0.2598209977149963,0.2221516221761703,229644800,5,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.020205464259648784,,1.0
2003-01-09,0.2610709965229034,0.2664290070533752,0.2589290142059326,0.2621429860591888,0.2241369485855102,215252800,6,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.008936808067804721,,1.0
2003-01-10,0.260356992483139,0.2646430134773254,0.2587499916553497,0.2628569900989532,0.2247474938631057,175100800,7,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.002723983178358315,,1.0
2003-01-13,0.2660709917545318,0.2660709917545318,0.256428986787796,0.2612499892711639,0.2233734130859375,178942400,8,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.006113886982896223,,1.0
2003-01-14,0.2623209953308105,0.2646430134773254,0.2587499916553497,0.2608929872512817,0.2230681777000427,186860800,9,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.0013664803777581678,,1.0
2003-01-15,0.2605359852313995,0.262499988079071,0.2546429932117462,0.2576789855957031,0.2203201651573181,371128800,10,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.012319159868781604,,1.0
2003-01-16,0.2537499964237213,0.2635709941387176,0.2537499964237213,0.2610709965229034,0.2232203036546707,559070400,11,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.013163291227935383,,1.0
2003-01-17,0.2599999904632568,0.2599999904632568,0.2514289915561676,0.2517859935760498,0.2152815163135528,266761600,12,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.03556480844770939,,1.0
2003-01-21,0.2537499964237213,0.2573210000991821,0.25,0.2503570020198822,0.2140597552061081,253456000,13,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.005675178846590989,,1.0
2003-01-22,0.2496429979801178,0.2526789903640747,0.2464289963245391,0.247857004404068,0.2119222283363342,215140800,14,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,-0.009985655022896613,,1.0
2003-01-23,0.2508929967880249,0.256428986787796,0.2491070032119751,0.2530359923839569,0.2163502722978592,228256000,15,,,,,,,,False,False,0.0,0.0,False,False,0.0,,,0.020894664973498678,,1.0
2003-01-24,0.254285991191864,0.254285991191864,0.2421430051326751,0.2464289963245391,0.2107012271881103,305468800,16,,,,0.005466953873982857,,,,False,False,0.0,0.0,False,False,0.0,,,-0.026110644787964956,,1.0
2003-01-27,0.2442860007286071,0.2589290142059326,0.2437500059604644,0.2523210048675537,0.2157389670610427,391406400,17,0.21332911577294833,0.4310715338419333,0.21332911577294833,0.005590374448102677,0.20214836687674298,0.22450986466915368,,False,False,0.0,0.0,False,False,0.0,,,0.023909399770295606,,1.0
2003-01-28,0.254285991191864,0.2623209953308105,0.2528569996356964,0.260356992483139,0.2226098775863647,286255200,18,0.2118089568308173,1.9810748516897414,0.2118089568308173,0.005452050812888185,0.20090485520504092,0.22271305845659367,,False,False,0.0,0.0,False,False,0.0,,,0.03184825912037432,,1.0
2003-01-29,0.2598209977149963,0.2696430087089538,0.2553569972515106,0.2666069865226745,0.2279537320137024,373044000,19,0.21297539529554993,2.7285316688695325,0.21297539529554993,0.005489522767517736,0.20199634976051445,0.2239544408305854,,False,False,0.0,0.0,False,False,0.0,,,0.024005468603990752,,1.0
2003-01-30,0.2675000131130218,0.2691070139408111,0.2551789879798889,0.2557139992713928,0.2186400443315506,407058400,20,0.21568654466639522,0.5674245462170233,0.21568654466639522,0.005205096756645678,0.20527635115310386,0.2260967381796866,,False,True,0.0,0.0,True,False,0.0,-1.0,0.0,-0.04085779864131352,,1.0
2003-01-31,0.2533929944038391,0.2598209977149963,0.2508929967880249,0.256428986787796,0.2192514091730117,341224800,21,0.21619612986550574,0.6217866830810446,0.21619612986550574,0.0049137097828576845,0.20636871029979037,0.2260235494312211,,False,False,0.0,0.0,False,False,0.0,-1.0,0.0,0.0027962162344515955,0.0,1.0
2003-02-03,0.2573210000991821,0.2662500143051147,0.2562499940395355,0.261786013841629,0.2238317281007766,264784800,22,0.2169383629499107,1.3830386726311172,0.2169383629499107,0.004984217207572242,0.20696992853476623,0.22690679736505517,,False,False,0.0,0.0,False,False,0.0,-1.0,0.0,0.020890716027966574,0.0,1.0
2003-02-04,0.2580359876155853,0.2616069912910461,0.2555359899997711,0.2607139945030212,0.2229150533676147,317413600,23,0.2182833236806538,0.9404586190191008,0.2182833236806538,0.004924969151531384,0.20843338537759104,0.22813326198371658,,False,False,0.0,0.0,False,False,0.0,-1.0,0.0,-0.004095374417826862,-0.0,1.0
2003-02-05,0.2626790106296539,0.2666069865226745,0.2578569948673248,0.2580359876155853,0.2206254005432129,221614400,24,0.2196528968565603,0.20444863620748394,0.2196528968565603,0.004756713982995904,0.2101394688905685,0.22916632482255211,,False,False,0.0,0.0,False,False,0.0,-1.0,0.0,-0.010271414109597513,-0.0,1.0
2003-02-06,0.256428986787796,0.2605359852313995,0.2539289891719818,0.2576789855957031,0.2203201651573181,179149600,25,0.2205959785291377,-0.059263823388812434,0.2205959785291377,0.004653992200437128,0.21128799412826343,0.22990396293001197,,False,False,0.0,0.0,False,False,0.0,-1.0,0.0,-0.0013835006537926628,-0.0,1.0
2003-02-07,0.2598209977149963,0.2607139945030212,0.2512499988079071,0.2526789903640747,0.216045081615448,269701600,26,0.22136620147263292,-1.1560442811029654,0.22136620147263292,0.004602868544194618,0.21216046438424369,0.23057193856102215,,False,False,0.0,0.0,False,False,0.0,-1.0,0.0,-0.019403959409786644,-0.0,1.0
